,作物编号,作物名称,地块类型,种植季次,亩产量/斤,销售单价平均值/(元/斤),种植成本/(元/亩),预期销售量/斤,地块名称,地块面积/亩,豆类,种植规模,是否种,年份
266,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B1,60.0,0,0.0,0,2023
267,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B2,46.0,0,0.0,0,2023
268,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B3,40.0,0,0.0,0,2023
269,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B4,28.0,0,0.0,0,2023
270,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B5,25.0,0,0.0,0,2023
271,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B6,86.0,0,0.0,0,2023
272,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B7,55.0,0,0.0,0,2023
273,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B8,44.0,0,0.0,0,2023
274,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B9,50.0,0,0.0,0,2023
275,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B10,25.0,0,0.0,0,2023
276,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B11,60.0,0,0.0,0,2023
277,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B12,45.0,0,0.0,0,2023
278,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B13,35.0,0,0.0,0,2023
279,11,荞麦,梯田,第一季,105.0,40.0,350.0,1500.0,B14,20.0,0,0.0,0,2023
280,11,荞麦,山坡地,第一季,100.0,40.0,350.0,1500.0,C1,15.0,0,15.0,1,2023
281,11,荞麦,山坡地,第一季,100.0,40.0,350.0,1500.0,C2,13.0,0,0.0,0,2023
282,11,荞麦,山坡地,第一季,100.0,40.0,350.0,1500.0,C3,15.0,0,0.0,0,2023
283,11,荞麦,山坡地,第一季,100.0,40.0,350.0,1500.0,C4,18.0,0,0.0,0,2023
284,11,荞麦,山坡地,第一季,100.0,40.0,350.0,1500.0,C5,27.0,0,0.0,0,2023
285,11,荞麦,山坡地,第一季,100.0,40.0,350.0,1500.0,C6,20.0,0,0.0,0,2023
286,12,南瓜,平旱地,第一季,3000.0,1.5,1000.0,35100.0,A1,80.0,0,0.0,0,2023
287,12,南瓜,平旱地,第一季,3000.0,1.5,1000.0,35100.0,A2,55.0,0,0.0,0,2023
288,12,南瓜,平旱地,第一季,3000.0,1.5,1000.0,35100.0,A3,35.0,0,0.0,0,2023
289,12,南瓜,平旱地,第一季,3000.0,1.5,1000.0,35100.0,A4,72.0,0,0.0,0,2023
290,12,南瓜,平旱地,第一季,3000.0,1.5,1000.0,35100.0,A5,68.0,0,0.0,0,2023
291,12,南瓜,平旱地,第一季,3000.0,1.5,1000.0,35100.0,A6,55.0,0,0.0,0,2023
292,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B1,60.0,0,0.0,0,2023
293,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B2,46.0,0,0.0,0,2023
294,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B3,40.0,0,0.0,0,2023
295,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B4,28.0,0,0.0,0,2023
296,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B5,25.0,0,0.0,0,2023
297,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B6,86.0,0,0.0,0,2023
298,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B7,55.0,0,0.0,0,2023
299,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B8,44.0,0,0.0,0,2023
300,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B9,50.0,0,0.0,0,2023
301,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B10,25.0,0,0.0,0,2023
302,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B11,60.0,0,0.0,0,2023
303,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B12,45.0,0,0.0,0,2023
304,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B13,35.0,0,0.0,0,2023
305,12,南瓜,梯田,第一季,2850.0,1.5,1000.0,35100.0,B14,20.0,0,0.0,0,2023
306,12,南瓜,山坡地,第一季,2700.0,1.5,1000.0,35100.0,C1,15.0,0,0.0,0,2023
307,12,南瓜,山坡地,第一季,2700.0,1.5,1000.0,35100.0,C2,13.0,0,13.0,1,2023
308,12,南瓜,山坡地,第一季,2700.0,1.5,1000.0,35100.0,C3,15.0,0,0.0,0,2023
309,12,南瓜,山坡地,第一季,2700.0,1.5,1000.0,35100.0,C4,18.0,0,0.0,0,2023
310,12,南瓜,山坡地,第一季,2700.0,1.5,1000.0,35100.0,C5,27.0,0,0.0,0,2023
311,12,南瓜,山坡地,第一季,2700.0,1.5,1000.0,35100.0,C6,20.0,0,0.0,0,2023
312,13,红薯,平旱地,第一季,2200.0,3.25,2000.0,36000.0,A1,80.0,0,0.0,0,2023
313,13,红薯,平旱地,第一季,2200.0,3.25,2000.0,36000.0,A2,55.0,0,0.0,0,2023
314,13,红薯,平旱地,第一季,2200.0,3.25,2000.0,36000.0,A3,35.0,0,0.0,0,2023
315,13,红薯,平旱地,第一季,2200.0,3.25,2000.0,36000.0,A4,72.0,0,0.0,0,2023
316,13,红薯,平旱地,第一季,2200.0,3.25,2000.0,36000.0,A5,68.0,0,0.0,0,2023
317,13,红薯,平旱地,第一季,2200.0,3.25,2000.0,36000.0,A6,55.0,0,0.0,0,2023
318,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B1,60.0,0,0.0,0,2023
319,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B2,46.0,0,0.0,0,2023
320,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B3,40.0,0,0.0,0,2023
321,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B4,28.0,0,0.0,0,2023
322,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B5,25.0,0,0.0,0,2023
323,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B6,86.0,0,0.0,0,2023
324,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B7,55.0,0,0.0,0,2023
325,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B8,44.0,0,0.0,0,2023
326,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B9,50.0,0,0.0,0,2023
327,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B10,25.0,0,0.0,0,2023
328,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B11,60.0,0,0.0,0,2023
329,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B12,45.0,0,0.0,0,2023
330,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B13,35.0,0,0.0,0,2023
331,13,红薯,梯田,第一季,2100.0,3.25,2000.0,36000.0,B14,20.0,0,0.0,0,2023
332,13,红薯,山坡地,第一季,2000.0,3.25,2000.0,36000.0,C1,15.0,0,0.0,0,2023
333,13,红薯,山坡地,第一季,2000.0,3.25,2000.0,36000.0,C2,13.0,0,0.0,0,2023
334,13,红薯,山坡地,第一季,2000.0,3.25,2000.0,36000.0,C3,15.0,0,0.0,0,2023
335,13,红薯,山坡地,第一季,2000.0,3.25,2000.0,36000.0,C4,18.0,0,18.0,1,2023
336,13,红薯,山坡地,第一季,2000.0,3.25,2000.0,36000.0,C5,27.0,0,0.0,0,2023
337,13,红薯,山坡地,第一季,2000.0,3.25,2000.0,36000.0,C6,20.0,0,0.0,0,2023
338,14,莜麦,平旱地,第一季,420.0,5.5,400.0,14000.0,A1,80.0,0,0.0,0,2023
339,14,莜麦,平旱地,第一季,420.0,5.5,400.0,14000.0,A2,55.0,0,0.0,0,2023
340,14,莜麦,平旱地,第一季,420.0,5.5,400.0,14000.0,A3,35.0,0,0.0,0,2023
341,14,莜麦,平旱地,第一季,420.0,5.5,400.0,14000.0,A4,72.0,0,0.0,0,2023
342,14,莜麦,平旱地,第一季,420.0,5.5,400.0,14000.0,A5,68.0,0,0.0,0,2023
343,14,莜麦,平旱地,第一季,420.0,5.5,400.0,14000.0,A6,55.0,0,0.0,0,2023
344,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B1,60.0,0,0.0,0,2023
345,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B2,46.0,0,0.0,0,2023
346,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B3,40.0,0,0.0,0,2023
347,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B4,28.0,0,0.0,0,2023
348,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B5,25.0,0,0.0,0,2023
349,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B6,86.0,0,0.0,0,2023
350,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B7,55.0,0,0.0,0,2023
351,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B8,44.0,0,0.0,0,2023
352,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B9,50.0,0,0.0,0,2023
353,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B10,25.0,0,0.0,0,2023
354,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B11,60.0,0,0.0,0,2023
355,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B12,45.0,0,0.0,0,2023
356,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B13,35.0,0,35.0,1,2023
357,14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B14,20.0,0,0.0,0,2023
358,14,莜麦,山坡地,第一季,380.0,5.5,400.0,14000.0,C1,15.0,0,0.0,0,2023
359,14,莜麦,山坡地,第一季,380.0,5.5,400.0,14000.0,C2,13.0,0,0.0,0,2023
360,14,莜麦,山坡地,第一季,380.0,5.5,400.0,14000.0,C3,15.0,0,0.0,0,2023
361,14,莜麦,山坡地,第一季,380.0,5.5,400.0,14000.0,C4,18.0,0,0.0,0,2023
362,14,莜麦,山坡地,第一季,380.0,5.5,400.0,14000.0,C5,27.0,0,0.0,0,2023
363,14,莜麦,山坡地,第一季,380.0,5.5,400.0,14000.0,C6,20.0,0,0.0,0,2023
364,15,大麦,平旱地,第一季,525.0,3.5,350.0,10000.0,A1,80.0,0,0.0,0,2023
365,15,大麦,平旱地,第一季,525.0,3.5,350.0,10000.0,A2,55.0,0,0.0,0,2023
366,15,大麦,平旱地,第一季,525.0,3.5,350.0,10000.0,A3,35.0,0,0.0,0,2023
367,15,大麦,平旱地,第一季,525.0,3.5,350.0,10000.0,A4,72.0,0,0.0,0,2023
368,15,大麦,平旱地,第一季,525.0,3.5,350.0,10000.0,A5,68.0,0,0.0,0,2023
369,15,大麦,平旱地,第一季,525.0,3.5,350.0,10000.0,A6,55.0,0,0.0,0,2023
370,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B1,60.0,0,0.0,0,2023
371,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B2,46.0,0,0.0,0,2023
372,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B3,40.0,0,0.0,0,2023
373,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B4,28.0,0,0.0,0,2023
374,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B5,25.0,0,0.0,0,2023
375,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B6,86.0,0,0.0,0,2023
376,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B7,55.0,0,0.0,0,2023
377,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B8,44.0,0,0.0,0,2023
378,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B9,50.0,0,0.0,0,2023
379,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B10,25.0,0,0.0,0,2023
380,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B11,60.0,0,0.0,0,2023
381,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B12,45.0,0,0.0,0,2023
382,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B13,35.0,0,0.0,0,2023
383,15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B14,20.0,0,20.0,1,2023
384,15,大麦,山坡地,第一季,475.0,3.5,350.0,10000.0,C1,15.0,0,0.0,0,2023
385,15,大麦,山坡地,第一季,475.0,3.5,350.0,10000.0,C2,13.0,0,0.0,0,2023
386,15,大麦,山坡地,第一季,475.0,3.5,350.0,10000.0,C3,15.0,0,0.0,0,2023
387,15,大麦,山坡地,第一季,475.0,3.5,350.0,10000.0,C4,18.0,0,0.0,0,2023
388,15,大麦,山坡地,第一季,475.0,3.5,350.0,10000.0,C5,27.0,0,0.0,0,2023
389,15,大麦,山坡地,第一季,475.0,3.5,350.0,10000.0,C6,20.0,0,0.0,0,2023
390,16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D1,15.0,0,0.0,0,2023
391,16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D2,10.0,0,0.0,0,2023
392,16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D3,14.0,0,0.0,0,2023
393,16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D4,6.0,0,0.0,0,2023
394,16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D5,10.0,0,0.0,0,2023
395,16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D6,12.0,0,0.0,0,2023
396,16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D7,22.0,0,22.0,1,2023
397,16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D8,20.0,0,20.0,1,2023
398,17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D1,15.0,1,0.0,0,2023
399,17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D2,10.0,1,0.0,0,2023
400,17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D3,14.0,1,0.0,0,2023
401,17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D4,6.0,1,0.0,0,2023
402,17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D5,10.0,1,10.0,1,2023
403,17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D6,12.0,1,0.0,0,2023
404,17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D7,22.0,1,0.0,0,2023
405,17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D8,20.0,1,0.0,0,2023
406,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E1,0.6,1,0.0,0,2023
407,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E2,0.6,1,0.0,0,2023
408,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E3,0.6,1,0.0,0,2023
409,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E4,0.6,1,0.0,0,2023
410,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E5,0.6,1,0.0,0,2023
411,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E6,0.6,1,0.0,0,2023
412,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E7,0.6,1,0.0,0,2023
413,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E8,0.6,1,0.0,0,2023
414,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E9,0.6,1,0.0,0,2023
415,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E10,0.6,1,0.6,1,2023
416,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E11,0.6,1,0.6,1,2023
417,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E12,0.6,1,0.0,0,2023
418,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E13,0.6,1,0.0,0,2023
419,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E14,0.6,1,0.0,0,2023
420,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E15,0.6,1,0.0,0,2023
421,17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E16,0.6,1,0.0,0,2023
422,17,豇豆,智慧大棚,第一季,3600.0,8.0,2400.0,36480.0,F1,0.6,1,0.0,0,2023
423,17,豇豆,智慧大棚,第一季,3600.0,8.0,2400.0,36480.0,F2,0.6,1,0.0,0,2023
424,17,豇豆,智慧大棚,第一季,3600.0,8.0,2400.0,36480.0,F3,0.6,1,0.6,1,2023
425,17,豇豆,智慧大棚,第一季,3600.0,8.0,2400.0,36480.0,F4,0.6,1,0.0,0,2023
426,18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D1,15.0,1,0.0,0,2023
427,18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D2,10.0,1,0.0,0,2023
428,18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D3,14.0,1,0.0,0,2023
429,18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D4,6.0,1,0.0,0,2023
430,18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D5,10.0,1,0.0,0,2023
431,18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D6,12.0,1,12.0,1,2023
432,18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D7,22.0,1,0.0,0,2023
433,18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D8,20.0,1,0.0,0,2023
434,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E1,0.6,1,0.6,1,2023
435,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E2,0.6,1,0.0,0,2023
436,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E3,0.6,1,0.0,0,2023
437,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E4,0.6,1,0.0,0,2023
438,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E5,0.6,1,0.0,0,2023
439,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E6,0.6,1,0.0,0,2023
440,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E7,0.6,1,0.0,0,2023
441,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E8,0.6,1,0.0,0,2023
442,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E9,0.6,1,0.6,1,2023
443,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E10,0.6,1,0.0,0,2023
444,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E11,0.6,1,0.0,0,2023
445,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E12,0.6,1,0.0,0,2023
446,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E13,0.6,1,0.0,0,2023
447,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E14,0.6,1,0.0,0,2023
448,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E15,0.6,1,0.0,0,2023
449,18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E16,0.6,1,0.0,0,2023
450,18,刀豆,智慧大棚,第一季,2400.0,6.75,1200.0,26880.0,F1,0.6,1,0.0,0,2023
451,18,刀豆,智慧大棚,第一季,2400.0,6.75,1200.0,26880.0,F2,0.6,1,0.0,0,2023
452,18,刀豆,智慧大棚,第一季,2400.0,6.75,1200.0,26880.0,F3,0.6,1,0.0,0,2023
453,18,刀豆,智慧大棚,第一季,2400.0,6.75,1200.0,26880.0,F4,0.6,1,0.0,0,2023
454,19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D1,15.0,1,0.0,0,2023
455,19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D2,10.0,1,0.0,0,2023
456,19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D3,14.0,1,0.0,0,2023
457,19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D4,6.0,1,0.0,0,2023
458,19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D5,10.0,1,0.0,0,2023
459,19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D6,12.0,1,0.0,0,2023
460,19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D7,22.0,1,0.0,0,2023
461,19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D8,20.0,1,0.0,0,2023
462,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E1,0.6,1,0.0,0,2023
463,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E2,0.6,1,0.0,0,2023
464,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E3,0.6,1,0.0,0,2023
465,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E4,0.6,1,0.0,0,2023
466,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E5,0.6,1,0.0,0,2023
467,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E6,0.6,1,0.0,0,2023
468,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E7,0.6,1,0.6,1,2023
469,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E8,0.6,1,0.6,1,2023
470,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E9,0.6,1,0.0,0,2023
471,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E10,0.6,1,0.0,0,2023
472,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E11,0.6,1,0.0,0,2023
473,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E12,0.6,1,0.0,0,2023
474,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E13,0.6,1,0.0,0,2023
475,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E14,0.6,1,0.0,0,2023
476,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E15,0.6,1,0.0,0,2023
477,19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E16,0.6,1,0.0,0,2023
478,19,芸豆,智慧大棚,第一季,3600.0,6.5,2400.0,6480.0,F1,0.6,1,0.0,0,2023
479,19,芸豆,智慧大棚,第一季,3600.0,6.5,2400.0,6480.0,F2,0.6,1,0.0,0,2023
480,19,芸豆,智慧大棚,第一季,3600.0,6.5,2400.0,6480.0,F3,0.6,1,0.0,0,2023
481,19,芸豆,智慧大棚,第一季,3600.0,6.5,2400.0,6480.0,F4,0.6,1,0.6,1,2023
482,20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D1,15.0,1,15.0,1,2023
483,20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D2,10.0,1,0.0,0,2023
484,20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D3,14.0,1,0.0,0,2023
485,20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D4,6.0,1,0.0,0,2023
486,20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D5,10.0,1,0.0,0,2023
487,20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D6,12.0,1,0.0,0,2023
488,20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D7,22.0,1,0.0,0,2023
489,20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D8,20.0,1,0.0,0,2023
490,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E1,0.6,1,0.0,0,2023
491,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E2,0.6,1,0.0,0,2023
492,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E3,0.6,1,0.0,0,2023
493,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E4,0.6,1,0.0,0,2023
494,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E5,0.6,1,0.0,0,2023
495,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E6,0.6,1,0.0,0,2023
496,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E7,0.6,1,0.0,0,2023
497,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E8,0.6,1,0.0,0,2023
498,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E9,0.6,1,0.0,0,2023
499,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E10,0.6,1,0.0,0,2023
500,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E11,0.6,1,0.0,0,2023
501,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E12,0.6,1,0.0,0,2023
502,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E13,0.6,1,0.0,0,2023
503,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E14,0.6,1,0.0,0,2023
504,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E15,0.6,1,0.0,0,2023
505,20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E16,0.6,1,0.0,0,2023
506,20,土豆,智慧大棚,第一季,2400.0,3.75,2000.0,30000.0,F1,0.6,1,0.0,0,2023
507,20,土豆,智慧大棚,第一季,2400.0,3.75,2000.0,30000.0,F2,0.6,1,0.0,0,2023
508,20,土豆,智慧大棚,第一季,2400.0,3.75,2000.0,30000.0,F3,0.6,1,0.0,0,2023
509,20,土豆,智慧大棚,第一季,2400.0,3.75,2000.0,30000.0,F4,0.6,1,0.0,0,2023
510,21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D1,15.0,0,0.0,0,2023
511,21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D2,10.0,0,0.0,0,2023
512,21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D3,14.0,0,14.0,1,2023
513,21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D4,6.0,0,0.0,0,2023
514,21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D5,10.0,0,0.0,0,2023
515,21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D6,12.0,0,0.0,0,2023
516,21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D7,22.0,0,0.0,0,2023
517,21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D8,20.0,0,0.0,0,2023
518,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E1,0.6,0,0.0,0,2023
519,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E2,0.6,0,0.0,0,2023
520,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E3,0.6,0,0.0,0,2023
521,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E4,0.6,0,0.0,0,2023
