CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,MaritalStatus,AgeGroup,Gender,HourSpendOnApp,OrderCount,OrderAmountHikeFromlastYear,DaySinceLastOrder,PreferedOrderCat,NumberOfStreamerFollowed,SatisfactionScore,Complain,CouponUsed,DiscountAmount,R_Score,F_Score,M_Score,RFM_Score,UserSegment,PreferredLoginDevice_encoded,MaritalStatus_encoded,Gender_encoded,PreferedOrderCat_encoded,Cluster,ClusterName,ChurnProbability,RiskLevel
50496,0,8.0,Phone,1,14.0,Single,4,Female,2.0,1.0,11.0,1.0,Household,2,5,0,1.0,125.59,5,1,1,511,低价值用户,2,2,0,2,2,普通活跃用户,0.25,中风险
50497,0,9.0,Mobile Phone,3,6.0,Divorced,3,Male,2.0,4.0,14.0,11.0,Laptop & Accessory,2,2,1,2.0,162.01,1,4,3,143,中等价值用户,0,0,1,3,1,新用户,0.0,低风险
50498,0,5.0,Phone,3,19.0,Married,3,Male,3.0,1.0,11.0,3.0,Laptop & Accessory,3,2,0,0.0,144.03,4,1,2,412,低价值用户,2,1,1,3,2,普通活跃用户,0.04,低风险
50499,0,3.0,Pad,1,11.0,Married,4,Male,3.0,1.0,12.0,3.0,Mobile Phone,10,2,0,0.0,137.61,4,1,1,411,低价值用户,1,1,1,4,1,新用户,0.2,中风险
50500,0,26.0,Mobile Phone,3,13.0,Divorced,4,Female,3.0,1.0,18.0,3.0,Fashion,8,2,1,0.0,209.34,4,1,5,415,低价值用户,0,0,0,0,3,低价值用户,0.01,低风险
50501,0,18.0,Mobile Phone,3,15.0,Married,3,Male,3.0,1.0,12.0,2.0,Fashion,5,5,1,1.0,207.61,5,1,4,514,低价值用户,0,1,1,0,3,低价值用户,0.03,低风险
50502,0,5.0,Mobile Phone,1,14.0,Divorced,1,Female,3.0,1.0,12.0,3.0,Laptop & Accessory,6,3,0,1.0,151.75,4,1,2,412,低价值用户,0,0,0,3,1,新用户,0.06,低风险
50503,0,25.0,Pad,1,31.0,Divorced,4,Female,2.0,2.0,22.0,0.0,Grocery,4,2,0,0.0,238.26,5,2,5,525,普通用户,1,0,0,1,3,低价值用户,0.01,低风险
50504,0,13.0,Mobile Phone,3,22.0,Married,4,Male,3.0,1.0,19.0,0.0,Laptop & Accessory,5,3,0,1.0,163.34,5,1,3,513,低价值用户,0,1,1,3,1,新用户,0.01,低风险
50505,0,1.0,Phone,2,14.0,Married,4,Male,3.0,1.0,13.0,4.0,Mobile Phone,2,2,0,0.0,149.36,3,1,2,312,低价值用户,2,1,1,4,2,普通活跃用户,0.03,低风险
50506,0,3.0,Phone,1,6.0,Divorced,4,Male,2.0,2.0,22.0,2.0,Laptop & Accessory,7,2,0,2.0,147.75,5,2,2,522,普通用户,2,0,1,3,2,普通活跃用户,0.25,中风险
50507,0,17.0,Phone,1,14.0,Divorced,1,Male,3.0,1.0,24.0,2.0,Household,3,2,1,1.0,128.18,5,1,1,511,低价值用户,2,0,1,2,2,普通活跃用户,0.01,低风险
50508,0,15.0,Pad,1,14.0,Single,3,Male,2.0,2.0,14.0,2.0,Household,6,2,1,0.0,125.15,5,2,1,521,普通用户,1,2,1,2,2,普通活跃用户,0.06,低风险
50509,0,9.0,Phone,2,14.0,Divorced,4,Male,3.0,1.0,21.0,3.0,Household,1,5,0,1.0,123.42,4,1,1,411,低价值用户,2,0,1,2,2,普通活跃用户,0.26,中风险
50510,0,3.0,Phone,3,9.0,Divorced,3,Male,3.0,1.0,18.0,3.0,Laptop & Accessory,2,5,1,1.0,141.94,4,1,2,412,低价值用户,2,0,1,3,2,普通活跃用户,0.03,低风险
50511,0,8.0,Mobile Phone,1,15.0,Divorced,4,Female,3.0,5.0,20.0,15.0,Fashion,2,3,1,2.0,206.85,1,5,4,154,高价值用户,0,0,0,0,3,低价值用户,0.02,低风险
50512,1,9.0,Pad,1,31.0,Married,3,Female,3.0,7.0,19.0,8.0,Household,2,4,1,0.0,120.22,2,5,1,251,普通用户,1,1,0,2,2,普通活跃用户,0.42,中风险
50513,0,5.0,Pad,1,6.0,Married,3,Male,3.0,1.0,12.0,2.0,Household,1,2,0,0.0,123.14,5,1,1,511,低价值用户,1,1,1,2,2,普通活跃用户,0.01,低风险
50514,0,3.0,Phone,3,10.0,Divorced,4,Male,2.0,1.0,12.0,3.0,Laptop & Accessory,2,5,0,1.0,142.56,4,1,2,412,低价值用户,2,0,1,3,2,普通活跃用户,0.01,低风险
50515,0,22.0,Phone,1,6.0,Divorced,3,Female,2.0,1.0,16.0,2.0,Mobile Phone,3,5,0,1.0,135.8,5,1,1,511,低价值用户,2,0,0,4,2,普通活跃用户,0.0,低风险
50516,0,3.0,Pad,1,10.0,Divorced,4,Male,3.0,3.0,17.0,4.0,Household,1,2,0,0.0,131.62,3,4,1,341,普通用户,1,0,1,2,2,普通活跃用户,0.03,低风险
50517,0,5.0,Pad,3,11.0,Divorced,3,Male,2.0,5.0,14.0,3.0,Laptop & Accessory,2,4,0,2.0,165.24,4,5,3,453,中等价值用户,1,0,1,3,2,普通活跃用户,0.0,低风险
50518,0,11.0,Phone,3,15.0,Divorced,4,Male,3.0,1.0,19.0,2.0,Household,1,4,0,0.0,128.99,5,1,1,511,低价值用户,2,0,1,2,2,普通活跃用户,0.07,低风险
50519,0,15.0,Mobile Phone,1,9.0,Divorced,1,Female,3.0,1.0,13.0,3.0,Laptop & Accessory,3,2,1,0.0,152.31,4,1,2,412,低价值用户,0,0,0,3,1,新用户,0.01,低风险
50520,0,4.0,Phone,1,14.0,Divorced,3,Male,2.0,1.0,19.0,2.0,Household,4,2,1,1.0,123.56,5,1,1,511,低价值用户,2,0,1,2,2,普通活跃用户,0.03,低风险
50521,1,3.0,Phone,3,6.0,Married,4,Female,3.0,1.0,19.0,2.0,Household,7,3,1,0.0,128.0,5,1,1,511,低价值用户,2,1,0,2,2,普通活跃用户,0.92,高风险
50522,0,26.0,Mobile Phone,3,14.0,Divorced,3,Male,3.0,2.0,14.0,3.0,Grocery,6,2,0,0.0,218.36,4,2,5,425,普通用户,0,0,1,1,3,低价值用户,0.02,低风险
50523,0,8.0,Mobile Phone,1,31.0,Divorced,4,Male,3.0,4.0,16.0,8.0,Fashion,4,4,0,3.0,209.03,2,4,5,245,高价值用户,0,0,1,0,3,低价值用户,0.06,低风险
50524,0,13.0,Pad,3,27.0,Divorced,3,Female,3.0,1.0,15.0,0.0,Household,6,2,0,1.0,129.73,5,1,1,511,低价值用户,1,0,0,2,1,新用户,0.02,低风险
50525,0,26.0,Mobile Phone,1,29.0,Single,3,Female,3.0,2.0,18.0,8.0,Grocery,7,2,0,2.0,242.75,2,2,5,225,普通用户,0,2,0,1,3,低价值用户,0.01,低风险
50526,0,16.0,Pad,1,6.0,Divorced,3,Female,2.0,2.0,13.0,2.0,Laptop & Accessory,5,2,0,1.0,155.62,5,2,3,523,普通用户,1,0,0,3,2,普通活跃用户,0.0,低风险
50527,0,23.0,Phone,3,8.0,Divorced,3,Female,2.0,7.0,22.0,7.0,Laptop & Accessory,1,2,1,5.0,145.37,2,5,2,252,普通用户,2,0,0,3,0,高价值忠诚用户,0.03,低风险
50528,0,13.0,Pad,3,25.0,Single,3,Male,2.0,1.0,13.0,9.0,Fashion,2,4,1,0.0,176.42,1,1,4,114,低价值用户,1,2,1,0,3,低价值用户,0.0,低风险
50529,0,23.0,Pad,1,8.0,Married,3,Male,3.0,14.0,11.0,7.0,Grocery,2,5,0,1.0,279.24,2,5,5,255,高价值用户,1,1,1,1,0,高价值忠诚用户,0.0,低风险
50530,0,12.0,Mobile Phone,2,8.0,Divorced,4,Female,2.0,1.0,11.0,4.0,Laptop & Accessory,9,2,0,0.0,152.04,3,1,2,312,低价值用户,0,0,0,3,1,新用户,0.01,低风险
50531,0,9.0,Phone,2,9.0,Married,3,Male,2.0,1.0,11.0,3.0,Household,4,4,1,0.0,122.77,4,1,1,411,低价值用户,2,1,1,2,2,普通活跃用户,0.04,低风险
50532,1,3.0,Phone,1,31.0,Single,3,Male,3.0,1.0,24.0,1.0,Household,2,2,1,1.0,127.95,5,1,1,511,低价值用户,2,2,1,2,2,普通活跃用户,0.89,高风险
50533,0,2.0,Phone,1,14.0,Married,4,Female,3.0,1.0,14.0,3.0,Household,7,2,0,1.0,125.32,4,1,1,411,低价值用户,2,1,0,2,2,普通活跃用户,0.14,低风险
50534,0,17.0,Phone,1,14.0,Divorced,3,Male,3.0,7.0,13.0,1.0,Household,2,5,1,2.0,125.59,5,5,1,551,普通用户,2,0,1,2,2,普通活跃用户,0.08,低风险
50535,0,1.0,Phone,3,11.0,Single,3,Male,3.0,1.0,14.0,2.0,Laptop & Accessory,2,2,0,1.0,149.08,5,1,2,512,低价值用户,2,2,1,3,2,普通活跃用户,0.17,低风险
50536,1,23.0,Pad,1,14.0,Married,4,Male,2.0,1.0,14.0,0.0,Household,10,2,1,0.0,123.8,5,1,1,511,低价值用户,1,1,1,2,2,普通活跃用户,0.65,高风险
50537,0,16.0,Phone,1,14.0,Married,3,Female,2.0,1.0,21.0,0.0,Laptop & Accessory,5,4,0,1.0,147.65,5,1,2,512,低价值用户,2,1,0,3,2,普通活跃用户,0.0,低风险
50538,1,9.0,Phone,3,8.0,Single,4,Female,2.0,1.0,13.0,2.0,Household,2,3,0,0.0,120.44,5,1,1,511,低价值用户,2,2,0,2,2,普通活跃用户,0.88,高风险
50539,1,3.0,Phone,1,24.0,Single,3,Female,3.0,1.0,19.0,0.0,Household,2,2,0,1.0,126.93,5,1,1,511,低价值用户,2,2,0,2,2,普通活跃用户,0.81,高风险
50540,0,9.0,Mobile Phone,1,20.0,Divorced,3,Male,3.0,4.0,17.0,11.0,Laptop & Accessory,1,2,1,4.0,165.86,1,4,3,143,中等价值用户,0,0,1,3,0,高价值忠诚用户,0.0,低风险
50541,0,23.0,Phone,3,8.0,Single,4,Female,3.0,1.0,18.0,2.0,Household,2,2,1,1.0,132.94,5,1,1,511,低价值用户,2,2,0,2,2,普通活跃用户,0.04,低风险
50542,1,3.0,Phone,1,9.0,Divorced,3,Female,2.0,1.0,19.0,2.0,Laptop & Accessory,1,3,1,1.0,141.71,5,1,2,512,低价值用户,2,0,0,3,2,普通活跃用户,0.83,高风险
50543,1,4.0,Phone,1,8.0,Married,5,Female,3.0,1.0,13.0,0.0,Household,5,2,1,0.0,127.78,5,1,1,511,低价值用户,2,1,0,2,2,普通活跃用户,0.84,高风险
50544,0,1.0,Phone,1,14.0,Married,3,Female,3.0,2.0,18.0,2.0,Household,6,3,0,2.0,123.77,5,2,1,521,普通用户,2,1,0,2,2,普通活跃用户,0.26,中风险
50545,1,2.0,Phone,1,14.0,Divorced,3,Male,3.0,2.0,21.0,2.0,Household,8,5,1,1.0,124.04,5,2,1,521,普通用户,2,0,1,2,2,普通活跃用户,0.73,高风险
50546,0,3.0,Phone,1,14.0,Single,3,Female,3.0,1.0,19.0,0.0,Household,2,3,0,1.0,123.18,5,1,1,511,低价值用户,2,2,0,2,2,普通活跃用户,0.14,低风险
50547,0,9.0,Mobile Phone,1,16.0,Married,3,Male,2.0,1.0,14.0,0.0,Household,2,4,0,1.0,120.08,5,1,1,511,低价值用户,0,1,1,2,2,普通活跃用户,0.02,低风险
50548,0,15.0,Mobile Phone,3,20.0,Single,4,Female,3.0,1.0,17.0,3.0,Laptop & Accessory,8,3,0,0.0,162.44,4,1,3,413,低价值用户,0,2,0,3,1,新用户,0.06,低风险
50549,0,6.0,Phone,1,6.0,Single,4,Male,3.0,1.0,11.0,2.0,Household,4,5,1,0.0,127.99,5,1,1,511,低价值用户,2,2,1,2,2,普通活跃用户,0.02,低风险
50550,0,33.0,Mobile Phone,1,11.0,Married,4,Female,2.0,1.0,13.0,4.0,Fashion,3,4,1,1.0,205.52,3,1,4,314,低价值用户,0,1,0,0,3,低价值用户,0.01,低风险
50551,0,4.0,Phone,3,14.0,Divorced,4,Male,2.0,5.0,15.0,2.0,Household,4,3,0,3.0,123.29,5,5,1,551,普通用户,2,0,1,2,2,普通活跃用户,0.01,低风险
50552,0,8.0,Phone,1,27.0,Divorced,3,Female,2.0,1.0,25.0,7.0,Laptop & Accessory,2,2,1,0.0,140.14,2,1,1,211,低价值用户,2,0,0,3,2,普通活跃用户,0.02,低风险
50553,0,22.0,Mobile Phone,1,14.0,Divorced,3,Female,2.0,1.0,11.0,7.0,Fashion,5,4,0,0.0,174.03,2,1,4,214,低价值用户,0,0,0,0,3,低价值用户,0.02,低风险
50554,0,9.0,Phone,1,26.0,Divorced,3,Male,2.0,1.0,17.0,0.0,Household,5,3,0,0.0,122.59,5,1,1,511,低价值用户,2,0,1,2,2,普通活跃用户,0.16,低风险
50555,0,4.0,Pad,3,26.0,Divorced,3,Female,2.0,1.0,13.0,0.0,Laptop & Accessory,2,3,0,1.0,169.32,5,1,3,513,低价值用户,1,0,0,3,2,普通活跃用户,0.07,低风险
50556,0,9.0,Phone,1,13.0,Single,3,Male,3.0,1.0,18.0,1.0,Mobile Phone,3,2,0,0.0,146.78,5,1,2,512,低价值用户,2,2,1,4,2,普通活跃用户,0.11,低风险
50557,0,11.0,Mobile Phone,1,6.0,Divorced,3,Female,3.0,2.0,13.0,11.0,Fashion,2,5,0,3.0,235.82,1,2,5,125,普通用户,0,0,0,0,3,低价值用户,0.03,低风险
50558,0,5.0,Pad,1,14.0,Divorced,4,Female,3.0,1.0,20.0,2.0,Household,7,4,0,1.0,123.32,5,1,1,511,低价值用户,1,0,0,2,2,普通活跃用户,0.01,低风险
50559,1,3.0,Phone,3,14.0,Divorced,4,Male,2.0,1.0,18.0,0.0,Household,2,4,1,0.0,124.13,5,1,1,511,低价值用户,2,0,1,2,2,普通活跃用户,0.91,高风险
50560,0,13.0,Mobile Phone,3,16.0,Married,4,Male,3.0,1.0,12.0,0.0,Fashion,3,4,0,1.0,197.05,5,1,4,514,低价值用户,0,1,1,0,3,低价值用户,0.04,低风险
50561,0,3.0,Pad,3,6.0,Single,4,Male,2.0,1.0,12.0,7.0,Laptop & Accessory,2,5,0,1.0,142.94,2,1,2,212,低价值用户,1,2,1,3,2,普通活跃用户,0.03,低风险
50562,0,14.0,Phone,1,12.0,Single,3,Male,2.0,2.0,13.0,17.0,Mobile Phone,3,5,1,1.0,147.21,1,2,2,122,普通用户,2,2,1,4,2,普通活跃用户,0.05,低风险
50563,0,9.0,Phone,1,14.0,Single,3,Male,3.0,3.0,21.0,9.0,Household,5,3,0,2.0,125.19,1,4,1,141,普通用户,2,2,1,2,2,普通活跃用户,0.02,低风险
50564,1,9.0,Phone,3,27.0,Single,4,Male,2.0,1.0,13.0,0.0,Household,2,4,1,0.0,121.21,5,1,1,511,低价值用户,2,2,1,2,2,普通活跃用户,0.9,高风险
50565,1,3.0,Phone,1,10.0,Single,3,Male,3.0,1.0,19.0,0.0,Household,2,5,0,1.0,129.73,5,1,1,511,低价值用户,2,2,1,2,2,普通活跃用户,0.47,中风险
50566,0,4.0,Mobile Phone,1,18.0,Divorced,3,Female,2.0,8.0,11.0,5.0,Laptop & Accessory,1,2,1,0.0,158.55,2,5,3,253,中等价值用户,0,0,0,3,1,新用户,0.05,低风险
50567,0,13.0,Pad,1,15.0,Married,3,Male,2.0,1.0,14.0,0.0,Mobile Phone,9,4,1,0.0,136.17,5,1,1,511,低价值用户,1,1,1,4,2,普通活跃用户,0.04,低风险
50568,0,5.0,Mobile Phone,1,9.0,Divorced,3,Female,3.0,6.0,12.0,3.0,Laptop & Accessory,2,5,0,6.0,167.25,4,5,3,453,中等价值用户,0,0,0,3,0,高价值忠诚用户,0.04,低风险
50569,1,3.0,Mobile Phone,3,9.0,Divorced,4,Male,2.0,3.0,11.0,7.0,Fashion,2,2,1,3.0,203.25,2,4,4,244,高价值用户,0,0,1,0,3,低价值用户,0.82,高风险
50570,0,6.0,Mobile Phone,1,6.0,Single,4,Female,2.0,1.0,14.0,4.0,Laptop & Accessory,1,2,0,0.0,169.49,3,1,3,313,低价值用户,0,2,0,3,2,普通活跃用户,0.02,低风险
50571,1,3.0,Mobile Phone,3,6.0,Divorced,4,Male,2.0,11.0,11.0,7.0,Fashion,6,3,0,1.0,206.09,2,5,4,254,高价值用户,0,0,1,0,0,高价值忠诚用户,0.88,高风险
50572,0,18.0,Pad,1,10.0,Divorced,3,Male,2.0,1.0,12.0,8.0,Laptop & Accessory,2,4,0,1.0,144.47,2,1,2,212,低价值用户,1,0,1,3,2,普通活跃用户,0.0,低风险
50573,0,9.0,Pad,3,26.0,Divorced,3,Female,2.0,1.0,15.0,2.0,Household,2,2,0,0.0,121.57,5,1,1,511,低价值用户,1,0,0,2,2,普通活跃用户,0.1,低风险
50574,0,8.0,Phone,3,24.0,Divorced,3,Female,2.0,1.0,16.0,0.0,Laptop & Accessory,2,3,0,1.0,146.01,5,1,2,512,低价值用户,2,0,0,3,2,普通活跃用户,0.04,低风险
50575,0,25.0,Mobile Phone,1,6.0,Divorced,3,Male,3.0,7.0,15.0,8.0,Grocery,3,2,0,1.0,270.99,2,5,5,255,高价值用户,0,0,1,1,3,低价值用户,0.0,低风险
50576,1,23.0,Phone,1,14.0,Single,3,Male,2.0,1.0,24.0,0.0,Household,5,3,0,1.0,124.79,5,1,1,511,低价值用户,2,2,1,2,2,普通活跃用户,0.9,高风险
50577,0,26.0,Mobile Phone,3,8.0,Married,3,Male,2.0,2.0,13.0,2.0,Grocery,7,3,0,2.0,248.52,5,2,5,525,普通用户,0,1,1,1,3,低价值用户,0.06,低风险
50578,0,3.0,Mobile Phone,3,14.0,Married,3,Male,3.0,7.0,11.0,7.0,Fashion,6,3,0,4.0,172.64,2,5,3,253,中等价值用户,0,1,1,0,0,高价值忠诚用户,0.36,中风险
50579,0,11.0,Pad,3,16.0,Single,3,Female,2.0,1.0,13.0,3.0,Laptop & Accessory,2,2,1,0.0,156.66,4,1,3,413,低价值用户,1,2,0,3,2,普通活跃用户,0.05,低风险
50580,0,8.0,Mobile Phone,3,9.0,Married,3,Male,3.0,1.0,13.0,8.0,Fashion,7,2,0,0.0,178.23,2,1,4,214,低价值用户,0,1,1,0,3,低价值用户,0.01,低风险
50581,0,12.0,Mobile Phone,3,8.0,Single,1,Male,2.0,1.0,18.0,7.0,Fashion,1,3,0,1.0,178.8,2,1,4,214,低价值用户,0,2,1,0,3,低价值用户,0.01,低风险
50582,1,3.0,Pad,3,30.0,Single,1,Female,3.0,2.0,16.0,0.0,Grocery,5,4,1,1.0,231.94,5,2,5,525,普通用户,1,2,0,1,3,低价值用户,0.99,高风险
50583,0,23.0,Pad,1,22.0,Married,1,Male,3.0,2.0,19.0,7.0,Laptop & Accessory,2,3,1,0.0,150.67,2,2,2,222,普通用户,1,1,1,3,1,新用户,0.02,低风险
50584,0,9.0,Pad,3,14.0,Married,3,Male,2.0,1.0,13.0,7.0,Laptop & Accessory,5,2,0,1.0,150.79,2,1,2,212,低价值用户,1,1,1,3,2,普通活跃用户,0.02,低风险
50585,1,3.0,Pad,1,14.0,Single,4,Male,2.0,1.0,22.0,2.0,Household,1,5,1,1.0,123.21,5,1,1,511,低价值用户,1,2,1,2,2,普通活跃用户,0.85,高风险
50586,0,6.0,Pad,3,23.0,Single,3,Male,2.0,6.0,11.0,0.0,Grocery,2,3,0,1.0,274.44,5,5,5,555,高价值用户,1,2,1,1,3,低价值用户,0.08,低风险
50587,1,3.0,Phone,1,14.0,Single,4,Female,3.0,1.0,20.0,0.0,Household,7,5,1,1.0,124.04,5,1,1,511,低价值用户,2,2,0,2,2,普通活跃用户,0.92,高风险
50588,0,6.0,Phone,1,19.0,Single,3,Female,2.0,1.0,18.0,2.0,Household,4,2,0,1.0,134.52,5,1,1,511,低价值用户,2,2,0,2,2,普通活跃用户,0.01,低风险
50589,0,9.0,Phone,1,6.0,Married,3,Female,3.0,1.0,14.0,2.0,Household,4,2,0,0.0,122.7,5,1,1,511,低价值用户,2,1,0,2,2,普通活跃用户,0.0,低风险
50590,0,23.0,Mobile Phone,1,6.0,Married,3,Male,3.0,1.0,22.0,3.0,Grocery,10,2,0,1.0,273.99,4,1,5,415,低价值用户,0,1,1,1,3,低价值用户,0.05,低风险
50591,0,6.0,Pad,1,6.0,Divorced,1,Female,2.0,1.0,13.0,2.0,Laptop & Accessory,2,4,1,0.0,154.88,5,1,3,513,低价值用户,1,0,0,3,2,普通活跃用户,0.0,低风险
50592,0,14.0,Pad,1,15.0,Married,3,Male,3.0,1.0,15.0,11.0,Others,3,3,0,1.0,294.19,1,1,5,115,低价值用户,1,1,1,5,1,新用户,0.01,低风险
50593,0,3.0,Phone,1,22.0,Divorced,3,Female,3.0,2.0,14.0,2.0,Household,10,4,0,2.0,128.11,5,2,1,521,普通用户,2,0,0,2,2,普通活跃用户,0.03,低风险
50594,0,18.0,Pad,1,29.0,Divorced,3,Male,2.0,1.0,15.0,8.0,Laptop & Accessory,2,5,1,1.0,136.33,2,1,1,211,低价值用户,1,0,1,3,2,普通活跃用户,0.0,低风险
50595,0,23.0,Phone,3,10.0,Single,3,Female,2.0,1.0,17.0,7.0,Laptop & Accessory,2,2,1,1.0,141.63,2,1,2,212,低价值用户,2,2,0,3,2,普通活跃用户,0.02,低风险
50596,1,9.0,Phone,1,28.0,Divorced,3,Female,2.0,1.0,11.0,1.0,Household,5,3,1,0.0,121.32,5,1,1,511,低价值用户,2,0,0,2,2,普通活跃用户,0.83,高风险
50597,0,23.0,Mobile Phone,1,30.0,Divorced,3,Male,3.0,2.0,18.0,5.0,Grocery,4,3,1,0.0,239.73,2,2,5,225,普通用户,0,0,1,1,3,低价值用户,0.02,低风险
50598,0,11.0,Pad,1,16.0,Divorced,3,Male,3.0,1.0,17.0,2.0,Household,1,3,0,0.0,126.84,5,1,1,511,低价值用户,1,0,1,2,2,普通活跃用户,0.0,低风险
50599,0,19.0,Mobile Phone,1,13.0,Married,3,Male,3.0,1.0,13.0,7.0,Fashion,7,3,0,0.0,208.45,2,1,4,214,低价值用户,0,1,1,0,3,低价值用户,0.01,低风险
50600,0,3.0,Phone,1,23.0,Married,4,Female,2.0,3.0,15.0,2.0,Laptop & Accessory,2,3,0,2.0,143.77,5,4,2,542,普通用户,2,1,0,3,2,普通活跃用户,0.21,中风险
50601,1,3.0,Phone,1,20.0,Married,4,Male,2.0,1.0,24.0,2.0,Mobile Phone,2,4,1,1.0,137.43,5,1,1,511,低价值用户,2,1,1,4,2,普通活跃用户,0.87,高风险
50602,0,4.0,Pad,1,6.0,Divorced,3,Female,3.0,1.0,12.0,3.0,Laptop & Accessory,2,5,0,1.0,141.48,4,1,2,412,低价值用户,1,0,0,3,2,普通活跃用户,0.0,低风险
50603,0,3.0,Pad,1,11.0,Single,3,Male,3.0,1.0,15.0,0.0,Mobile Phone,2,2,0,1.0,110.51,5,1,1,511,低价值用户,1,2,1,4,2,普通活跃用户,0.66,高风险
50604,0,27.0,Mobile Phone,1,23.0,Divorced,3,Female,2.0,1.0,11.0,8.0,Fashion,9,3,0,1.0,207.39,2,1,4,214,低价值用户,0,0,0,0,3,低价值用户,0.02,低风险
50605,0,8.0,Mobile Phone,1,31.0,Married,3,Female,2.0,10.0,11.0,1.0,Fashion,2,3,1,2.0,203.88,5,5,4,554,高价值用户,0,1,0,0,3,低价值用户,0.03,低风险
50606,0,3.0,Mobile Phone,1,14.0,Divorced,1,Female,3.0,1.0,12.0,3.0,Fashion,1,5,1,0.0,214.16000000000005,4,1,5,415,低价值用户,0,0,0,0,3,低价值用户,0.04,低风险
50607,1,3.0,Phone,1,14.0,Single,4,Female,3.0,1.0,15.0,0.0,Household,2,5,1,0.0,126.0,5,1,1,511,低价值用户,2,2,0,2,2,普通活跃用户,0.96,高风险
50608,1,3.0,Pad,1,14.0,Single,3,Female,2.0,1.0,17.0,2.0,Household,1,4,0,0.0,124.22,5,1,1,511,低价值用户,1,2,0,2,2,普通活跃用户,0.93,高风险
50609,0,3.0,Mobile Phone,1,8.0,Divorced,1,Male,2.0,1.0,12.0,3.0,Laptop & Accessory,2,2,0,1.0,154.72,4,1,3,413,低价值用户,0,0,1,3,2,普通活跃用户,0.0,低风险
50610,0,3.0,Phone,1,14.0,Divorced,5,Male,3.0,1.0,15.0,1.0,Household,2,5,0,1.0,124.51,5,1,1,511,低价值用户,2,0,1,2,2,普通活跃用户,0.12,低风险
50611,0,21.0,Phone,1,12.0,Single,4,Male,3.0,2.0,13.0,2.0,Laptop & Accessory,3,3,0,0.0,142.4,5,2,2,522,普通用户,2,2,1,3,2,普通活跃用户,0.01,低风险
50612,0,21.0,Mobile Phone,1,10.0,Single,4,Male,3.0,4.0,14.0,3.0,Fashion,8,3,0,1.0,209.99,4,4,5,445,高价值用户,0,2,1,0,3,低价值用户,0.03,低风险
50613,0,14.0,Mobile Phone,1,13.0,Single,3,Female,2.0,2.0,14.0,1.0,Laptop & Accessory,7,3,0,1.0,150.03,5,2,2,522,普通用户,0,2,0,3,1,新用户,0.01,低风险
50614,0,12.0,Mobile Phone,1,6.0,Divorced,4,Female,3.0,11.0,16.0,3.0,Grocery,2,2,0,0.0,227.42,4,5,5,455,高价值用户,0,0,0,1,3,低价值用户,0.05,低风险
50615,0,3.0,Phone,1,8.0,Divorced,3,Female,2.0,2.0,18.0,2.0,Laptop & Accessory,1,2,0,0.0,142.27,5,2,2,522,普通用户,2,0,0,3,2,普通活跃用户,0.06,低风险
50616,0,8.0,Phone,1,16.0,Married,3,Male,2.0,1.0,20.0,2.0,Mobile Phone,2,2,0,1.0,139.17,5,1,1,511,低价值用户,2,1,1,4,2,普通活跃用户,0.0,低风险
50617,0,15.0,Mobile Phone,3,11.0,Divorced,3,Male,2.0,1.0,13.0,0.0,Others,7,3,0,1.0,283.03,5,1,5,515,低价值用户,0,0,1,5,1,新用户,0.03,低风险
50618,0,23.0,Phone,1,14.0,Divorced,3,Male,3.0,1.0,18.0,0.0,Household,5,2,0,1.0,123.8,5,1,1,511,低价值用户,2,0,1,2,2,普通活跃用户,0.11,低风险
50619,0,33.0,Mobile Phone,1,8.0,Single,4,Female,3.0,2.0,13.0,3.0,Grocery,4,2,1,0.0,237.26,4,2,5,425,普通用户,0,2,0,1,3,低价值用户,0.01,低风险
50620,1,3.0,Phone,1,17.0,Divorced,5,Female,3.0,1.0,15.0,0.0,Laptop & Accessory,6,4,0,1.0,147.77,5,1,2,512,低价值用户,2,0,0,3,2,普通活跃用户,0.98,高风险
50621,0,28.0,Pad,1,24.0,Divorced,3,Male,3.0,6.0,14.0,7.0,Laptop & Accessory,4,4,1,6.0,163.85,2,5,3,253,中等价值用户,1,0,1,3,0,高价值忠诚用户,0.05,低风险
50622,0,14.0,Pad,1,13.0,Married,5,Female,2.0,5.0,15.0,10.0,Others,2,3,0,1.0,299.73,1,5,5,155,高价值用户,1,1,0,5,1,新用户,0.01,低风险
50623,0,11.0,Mobile Phone,3,9.0,Single,3,Male,2.0,1.0,12.0,0.0,Laptop & Accessory,9,2,1,1.0,168.61,5,1,3,513,低价值用户,0,2,1,3,1,新用户,0.01,低风险
50624,1,3.0,Pad,3,35.0,Single,5,Male,3.0,2.0,18.0,2.0,Laptop & Accessory,9,5,0,0.0,149.69,5,2,2,522,普通用户,1,2,1,3,1,新用户,0.93,高风险
50625,1,15.0,Mobile Phone,3,8.0,Divorced,5,Female,2.0,6.0,15.0,9.0,Others,2,2,0,5.0,298.45,1,5,5,155,高价值用户,0,0,0,5,0,高价值忠诚用户,0.03,低风险
50626,0,17.0,Mobile Phone,3,34.0,Divorced,1,Female,2.0,2.0,18.0,11.0,Grocery,4,2,1,1.0,233.2,1,2,5,125,普通用户,0,0,0,1,3,低价值用户,0.07,低风险
