作物编号,作物名称,地块类型,种植季次,亩产量/斤,销售单价平均值/(元/斤),种植成本/(元/亩),预期销售量/斤,地块名称,地块面积/亩,豆类
13,红薯,山坡地,第一季,2000.0,3.25,2000.0,36000.0,C4,18.0,0
13,红薯,山坡地,第一季,2000.0,3.25,2000.0,36000.0,C5,27.0,0
13,红薯,山坡地,第一季,2000.0,3.25,2000.0,36000.0,C6,20.0,0
14,莜麦,平旱地,第一季,420.0,5.5,400.0,14000.0,A1,80.0,0
14,莜麦,平旱地,第一季,420.0,5.5,400.0,14000.0,A2,55.0,0
14,莜麦,平旱地,第一季,420.0,5.5,400.0,14000.0,A3,35.0,0
14,莜麦,平旱地,第一季,420.0,5.5,400.0,14000.0,A4,72.0,0
14,莜麦,平旱地,第一季,420.0,5.5,400.0,14000.0,A5,68.0,0
14,莜麦,平旱地,第一季,420.0,5.5,400.0,14000.0,A6,55.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B1,60.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B2,46.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B3,40.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B4,28.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B5,25.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B6,86.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B7,55.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B8,44.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B9,50.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B10,25.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B11,60.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B12,45.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B13,35.0,0
14,莜麦,梯田,第一季,400.0,5.5,400.0,14000.0,B14,20.0,0
14,莜麦,山坡地,第一季,380.0,5.5,400.0,14000.0,C1,15.0,0
14,莜麦,山坡地,第一季,380.0,5.5,400.0,14000.0,C2,13.0,0
14,莜麦,山坡地,第一季,380.0,5.5,400.0,14000.0,C3,15.0,0
14,莜麦,山坡地,第一季,380.0,5.5,400.0,14000.0,C4,18.0,0
14,莜麦,山坡地,第一季,380.0,5.5,400.0,14000.0,C5,27.0,0
14,莜麦,山坡地,第一季,380.0,5.5,400.0,14000.0,C6,20.0,0
15,大麦,平旱地,第一季,525.0,3.5,350.0,10000.0,A1,80.0,0
15,大麦,平旱地,第一季,525.0,3.5,350.0,10000.0,A2,55.0,0
15,大麦,平旱地,第一季,525.0,3.5,350.0,10000.0,A3,35.0,0
15,大麦,平旱地,第一季,525.0,3.5,350.0,10000.0,A4,72.0,0
15,大麦,平旱地,第一季,525.0,3.5,350.0,10000.0,A5,68.0,0
15,大麦,平旱地,第一季,525.0,3.5,350.0,10000.0,A6,55.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B1,60.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B2,46.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B3,40.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B4,28.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B5,25.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B6,86.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B7,55.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B8,44.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B9,50.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B10,25.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B11,60.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B12,45.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B13,35.0,0
15,大麦,梯田,第一季,500.0,3.5,350.0,10000.0,B14,20.0,0
15,大麦,山坡地,第一季,475.0,3.5,350.0,10000.0,C1,15.0,0
15,大麦,山坡地,第一季,475.0,3.5,350.0,10000.0,C2,13.0,0
15,大麦,山坡地,第一季,475.0,3.5,350.0,10000.0,C3,15.0,0
15,大麦,山坡地,第一季,475.0,3.5,350.0,10000.0,C4,18.0,0
15,大麦,山坡地,第一季,475.0,3.5,350.0,10000.0,C5,27.0,0
15,大麦,山坡地,第一季,475.0,3.5,350.0,10000.0,C6,20.0,0
16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D1,15.0,0
16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D2,10.0,0
16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D3,14.0,0
16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D4,6.0,0
16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D5,10.0,0
16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D6,12.0,0
16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D7,22.0,0
16,水稻,水浇地,第一季,500.0,7.0,680.0,21000.0,D8,20.0,0
17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D1,15.0,1
17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D2,10.0,1
17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D3,14.0,1
17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D4,6.0,1
17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D5,10.0,1
17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D6,12.0,1
17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D7,22.0,1
17,豇豆,水浇地,第一季,3000.0,8.0,2400.0,36480.0,D8,20.0,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E1,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E2,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E3,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E4,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E5,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E6,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E7,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E8,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E9,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E10,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E11,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E12,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E13,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E14,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E15,0.6,1
17,豇豆,普通大棚,第一季,3600.0,8.0,2400.0,36480.0,E16,0.6,1
17,豇豆,智慧大棚,第一季,3600.0,8.0,2400.0,36480.0,F1,0.6,1
17,豇豆,智慧大棚,第一季,3600.0,8.0,2400.0,36480.0,F2,0.6,1
17,豇豆,智慧大棚,第一季,3600.0,8.0,2400.0,36480.0,F3,0.6,1
17,豇豆,智慧大棚,第一季,3600.0,8.0,2400.0,36480.0,F4,0.6,1
18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D1,15.0,1
18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D2,10.0,1
18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D3,14.0,1
18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D4,6.0,1
18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D5,10.0,1
18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D6,12.0,1
18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D7,22.0,1
18,刀豆,水浇地,第一季,2000.0,6.75,1200.0,26880.0,D8,20.0,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E1,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E2,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E3,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E4,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E5,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E6,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E7,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E8,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E9,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E10,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E11,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E12,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E13,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E14,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E15,0.6,1
18,刀豆,普通大棚,第一季,2400.0,6.75,1200.0,26880.0,E16,0.6,1
18,刀豆,智慧大棚,第一季,2400.0,6.75,1200.0,26880.0,F1,0.6,1
18,刀豆,智慧大棚,第一季,2400.0,6.75,1200.0,26880.0,F2,0.6,1
18,刀豆,智慧大棚,第一季,2400.0,6.75,1200.0,26880.0,F3,0.6,1
18,刀豆,智慧大棚,第一季,2400.0,6.75,1200.0,26880.0,F4,0.6,1
19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D1,15.0,1
19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D2,10.0,1
19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D3,14.0,1
19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D4,6.0,1
19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D5,10.0,1
19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D6,12.0,1
19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D7,22.0,1
19,芸豆,水浇地,第一季,3000.0,6.5,2400.0,6480.0,D8,20.0,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E1,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E2,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E3,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E4,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E5,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E6,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E7,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E8,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E9,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E10,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E11,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E12,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E13,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E14,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E15,0.6,1
19,芸豆,普通大棚,第一季,3600.0,6.5,2400.0,6480.0,E16,0.6,1
19,芸豆,智慧大棚,第一季,3600.0,6.5,2400.0,6480.0,F1,0.6,1
19,芸豆,智慧大棚,第一季,3600.0,6.5,2400.0,6480.0,F2,0.6,1
19,芸豆,智慧大棚,第一季,3600.0,6.5,2400.0,6480.0,F3,0.6,1
19,芸豆,智慧大棚,第一季,3600.0,6.5,2400.0,6480.0,F4,0.6,1
20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D1,15.0,1
20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D2,10.0,1
20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D3,14.0,1
20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D4,6.0,1
20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D5,10.0,1
20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D6,12.0,1
20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D7,22.0,1
20,土豆,水浇地,第一季,2000.0,3.75,2000.0,30000.0,D8,20.0,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E1,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E2,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E3,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E4,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E5,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E6,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E7,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E8,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E9,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E10,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E11,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E12,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E13,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E14,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E15,0.6,1
20,土豆,普通大棚,第一季,2400.0,3.75,2000.0,30000.0,E16,0.6,1
20,土豆,智慧大棚,第一季,2400.0,3.75,2000.0,30000.0,F1,0.6,1
20,土豆,智慧大棚,第一季,2400.0,3.75,2000.0,30000.0,F2,0.6,1
20,土豆,智慧大棚,第一季,2400.0,3.75,2000.0,30000.0,F3,0.6,1
20,土豆,智慧大棚,第一季,2400.0,3.75,2000.0,30000.0,F4,0.6,1
21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D1,15.0,0
21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D2,10.0,0
21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D3,14.0,0
21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D4,6.0,0
21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D5,10.0,0
21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D6,12.0,0
21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D7,22.0,0
21,西红柿,水浇地,第一季,2400.0,6.25,2400.0,35400.0,D8,20.0,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E1,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E2,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E3,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E4,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E5,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E6,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E7,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E8,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E9,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E10,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E11,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E12,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E13,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E14,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E15,0.6,0
21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E16,0.6,0
21,西红柿,智慧大棚,第一季,3000.0,6.25,2400.0,35400.0,F1,0.6,0
21,西红柿,智慧大棚,第一季,3000.0,6.25,2400.0,35400.0,F2,0.6,0
21,西红柿,智慧大棚,第一季,3000.0,6.25,2400.0,35400.0,F3,0.6,0
21,西红柿,智慧大棚,第一季,3000.0,6.25,2400.0,35400.0,F4,0.6,0
21,西红柿,智慧大棚,第二季,2700.0,7.5,2640.0,810.0,F1,0.6,0
21,西红柿,智慧大棚,第二季,2700.0,7.5,2640.0,810.0,F2,0.6,0
21,西红柿,智慧大棚,第二季,2700.0,7.5,2640.0,810.0,F3,0.6,0
21,西红柿,智慧大棚,第二季,2700.0,7.5,2640.0,810.0,F4,0.6,0
22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D1,15.0,0
22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D2,10.0,0
22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D3,14.0,0
22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D4,6.0,0
22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D5,10.0,0
22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D6,12.0,0
22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D7,22.0,0
22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D8,20.0,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E1,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E2,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E3,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E4,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E5,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E6,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E7,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E8,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E9,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E10,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E11,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E12,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E13,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E14,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E15,0.6,0
22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E16,0.6,0
22,茄子,智慧大棚,第一季,8000.0,5.5,2400.0,43200.0,F1,0.6,0
22,茄子,智慧大棚,第一季,8000.0,5.5,2400.0,43200.0,F2,0.6,0
22,茄子,智慧大棚,第一季,8000.0,5.5,2400.0,43200.0,F3,0.6,0
22,茄子,智慧大棚,第一季,8000.0,5.5,2400.0,43200.0,F4,0.6,0
22,茄子,智慧大棚,第二季,7200.0,6.6,2640.0,2160.0,F1,0.6,0
22,茄子,智慧大棚,第二季,7200.0,6.6,2640.0,2160.0,F2,0.6,0
22,茄子,智慧大棚,第二季,7200.0,6.6,2640.0,2160.0,F3,0.6,0
22,茄子,智慧大棚,第二季,7200.0,6.6,2640.0,2160.0,F4,0.6,0
23,菠菜,智慧大棚,第二季,3000.0,6.9,3000.0,900.0,F1,0.6,0
23,菠菜,智慧大棚,第二季,3000.0,6.9,3000.0,900.0,F2,0.6,0
23,菠菜,智慧大棚,第二季,3000.0,6.9,3000.0,900.0,F3,0.6,0
23,菠菜,智慧大棚,第二季,3000.0,6.9,3000.0,900.0,F4,0.6,0
24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D1,15.0,0
24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D2,10.0,0
24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D3,14.0,0
24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D4,6.0,0
24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D5,10.0,0
24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D6,12.0,0
24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D7,22.0,0
24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D8,20.0,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E1,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E2,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E3,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E4,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E5,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E6,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E7,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E8,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E9,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E10,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E11,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E12,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E13,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E14,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E15,0.6,0
24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E16,0.6,0
24,青椒,智慧大棚,第一季,3000.0,5.25,2000.0,1800.0,F1,0.6,0
24,青椒,智慧大棚,第一季,3000.0,5.25,2000.0,1800.0,F2,0.6,0
24,青椒,智慧大棚,第一季,3000.0,5.25,2000.0,1800.0,F3,0.6,0
24,青椒,智慧大棚,第一季,3000.0,5.25,2000.0,1800.0,F4,0.6,0
24,青椒,智慧大棚,第二季,2700.0,6.8,2200.0,810.0,F1,0.6,0
24,青椒,智慧大棚,第二季,2700.0,6.8,2200.0,810.0,F2,0.6,0
24,青椒,智慧大棚,第二季,2700.0,6.8,2200.0,810.0,F3,0.6,0
24,青椒,智慧大棚,第二季,2700.0,6.8,2200.0,810.0,F4,0.6,0
25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D1,15.0,0
25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D2,10.0,0
25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D3,14.0,0
25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D4,6.0,0
25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D5,10.0,0
25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D6,12.0,0
25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D7,22.0,0
25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D8,20.0,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E1,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E2,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E3,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E4,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E5,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E6,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E7,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E8,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E9,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E10,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E11,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E12,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E13,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E14,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E15,0.6,0
25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E16,0.6,0
25,菜花,智慧大棚,第一季,4000.0,5.5,3000.0,3600.0,F1,0.6,0
25,菜花,智慧大棚,第一季,4000.0,5.5,3000.0,3600.0,F2,0.6,0
25,菜花,智慧大棚,第一季,4000.0,5.5,3000.0,3600.0,F3,0.6,0
25,菜花,智慧大棚,第一季,4000.0,5.5,3000.0,3600.0,F4,0.6,0
26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D1,15.0,0
26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D2,10.0,0
26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D3,14.0,0
26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D4,6.0,0
26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D5,10.0,0
26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D6,12.0,0
26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D7,22.0,0
26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D8,20.0,0
26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E1,0.6,0
26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E2,0.6,0
26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E3,0.6,0
26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E4,0.6,0
26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E5,0.6,0
26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E6,0.6,0
26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E7,0.6,0
